oem,device, model,rssi correction,tx,calibration confidence
blu,S770P,Studio G3,3,-24,1
blu,S870Q,Studio G4,3,-24,1
blu,Studio_J1,Studio J1,3,-24,1
blu,Studio_J2,Studio J2,3,-24,1
blu,Studio_J5,Studio J5,3,-24,1
blu,Studio_J8,Studio J8,3,-24,1
blu,Studio_J8_LTE,Studio J8 LTE,3,-24,1
blu,S0450WW,Studio J8M,3,-24,1
blu,Advance_4_0M,Studio M4,3,-24,1
blu,S850U,Studio M4 Plus,3,-24,1
blu,Studio_J2,Studio M5,3,-24,1
blu,Dash_XL,Studio M5 Plus,3,-24,1
blu,S0390WW,Studio M5 Plus LTE,3,-24,1
blu,S730,Studio M6,3,-24,1
blu,Studio_XL_2,Studio M6 LTE,3,-24,1
blu,Studio_Max,Studio Max,3,-24,1
blu,S910Q,Studio Mega,6,-28,1
blu,Studio_Mega,Studio Mega,6,-28,3
blu,S0460WW,Studio Mega LTE,3,-24,1
blu,S0470WW,Studio Mega LTE,3,-24,1
blu,S750,Studio Pro,3,-24,1
blu,S810,Studio View,3,-24,1
blu,S812P,Studio View,3,-24,1
blu,S810P,Studio View,3,-24,1
blu,S790Q,Studio View XL,3,-24,1
blu,S532,Studio X8 HD,3,-24,1
blu,S950P,Studio X9 HD,3,-24,1
blu,Studio_XL_2,Studio XL 2,3,-24,1
blu,T0050TT,T5,3,-24,1
blu,T0070TT_TIGO,T5 Plus,3,-24,1
blu,T0030WW,Tank Xtreme,3,-24,1
blu,Tank_Xtreme_4_0,Tank Xtreme 4.0,1,-24,3
blu,Tank_Xtreme_5_0,Tank Xtreme 5.0,3,-24,1
blu,T0010UU,Tank Xtreme Pro,3,-24,1
blu,P290,Touchbook M7 Pro,3,-24,1
blu,B100DL,VIEW 1,3,-24,1
blu,BLU_VIVO_5,VIVO 5,5,-24,3
blu,V0390WW,VIVO GO,3,-24,1
blu,BLU_VIVO_XL,VIVO XL,3,-24,1
blu,Vivo_5_Mini,Vivo 5 Mini,3,-24,1
blu,BLU_Vivo_5R,Vivo 5R,3,-24,1
blu,BLU_Vivo_6,Vivo 6,3,-24,1
blu,V0150LL,Vivo 8,3,-24,1
blu,V0150UU,Vivo 8,3,-24,1
blu,V0190UU,Vivo 8L,3,-24,1
blu,V0270WW,Vivo ONE,4,-25,3
blu,V0290WW,Vivo One Plus,3,-24,1
blu,V0370WW,Vivo One Plus 2019,3,-24,1
blu,V0160WW,Vivo S,3,-24,1
blu,V0230WW,Vivo X,3,-24,1
blu,V0330WW,Vivo XI,3,-24,1
blu,V0310WW,Vivo XI PLUS,3,-24,1
blu,V0310WW,Vivo XI+,3,-24,1
blu,BLU_Vivo_XL2,Vivo XL2,3,-24,1
blu,V0250WW,Vivo XL3,3,-24,1
blu,V0210WW,Vivo XL3 Plus,3,-24,1
blu,V0350WW,Vivo XL4,3,-24,1
coolpad,Coolpad_1803,1803,0,-20,1
coolpad,1821,1821,0,-20,1
coolpad,1825-I01,1825-I01,0,-20,1
coolpad,Cool_3_Pro,1826,0,-20,1
coolpad,1826-I01,1826-I01,0,-20,1
coolpad,1827,1827,0,-20,1
coolpad,1903,1903,0,-20,1
coolpad,1904,1904,0,-20,1
coolpad,1921,1921,0,-20,1
coolpad,1932,1932,0,-20,1
coolpad,CP3600I,3600I,0,-20,1
coolpad,msm7627a_sku3,5110,0,-20,1
coolpad,5560S,5560S,0,-20,1
coolpad,CP5832,5832,0,-20,1
coolpad,msm7627_surf,5860,0,-20,1
coolpad,msm7627a_sku3,5860A,0,-20,1
coolpad,CP5860E,5860E,0,-20,1
coolpad,msm7627a_5860S,5860S,0,-20,1
coolpad,msm7627a_5870,5870,0,-20,1
coolpad,CP5880,5880,0,-20,1
coolpad,msm7627a_cp5910,5910,0,-20,1
coolpad,msm7627a_7230,7230,0,-20,1
coolpad,msm7627_surf,7260,0,-20,1
coolpad,msm7627a_sku3,7260A,0,-20,1
coolpad,msm7627a_7266,7266,0,-20,1
coolpad,801E,801E,0,-20,1
coolpad,801EM,801EM,0,-20,1
coolpad,801ES,801ES,0,-20,1
coolpad,dkb,8150,0,-20,1
coolpad,dkb,8180,0,-20,1
coolpad,8710,8710,0,-20,1
coolpad,dkb,8810,0,-20,1
coolpad,CP8870,8870,0,-20,1
coolpad,msm8660_CP8950,8950,0,-20,1
coolpad,msm7627a_9120,9120,0,-20,1
coolpad,msm8660_9900,9900,0,-20,1
coolpad,cp8870u,Bs 501,0,-20,1
coolpad,C103,C1-U02,0,-20,1
coolpad,C103,C103,0,-20,1
coolpad,cool_c1,C106,0,-20,1
coolpad,cool_c1,C106-6,0,-20,1
coolpad,cool_c1,C106-7,0,-20,1
coolpad,cool_c1,C106-8,0,-20,1
coolpad,cool_c1,C106-9,0,-20,1
coolpad,cool_c1,C107-9,0,-20,1
coolpad,CK2-01,CK2-01,0,-20,1
coolpad,CK3-01,CK3-01,0,-20,1
coolpad,CK3-01,CK3-M1,0,-20,1
coolpad,Civic,COL-A0,0,-20,1
coolpad,3700A,CP3700A,0,-20,1
coolpad,apollo,CP3706AS,0,-20,1
coolpad,CP8298_M02,CP8298_M02,0,-20,1
coolpad,CP8676_I03,CP8676_I03,0,-20,1
coolpad,Civic,CVC-A0,0,-20,1
coolpad,Civic,CVC-M0,0,-20,1
coolpad,Coolmini,Coolmini,0,-20,1
coolpad,3300A,Coolpad 3300A,0,-20,1
coolpad,ventura,Coolpad 3310A,0,-20,1
coolpad,cp3320a,Coolpad 3320A,0,-20,1
coolpad,CP3503I,Coolpad 3503I,0,-20,1
coolpad,CP3600I,Coolpad 3600I,0,-20,1
coolpad,cp3622a,Coolpad 3622A,0,-20,1
coolpad,cp3623a,Coolpad 3623A,0,-20,1
coolpad,cp3632a,Coolpad 3632A,0,-20,1
coolpad,msm7627a_ea58,Coolpad 5010,0,-20,1
coolpad,msm7627a_a8_5108_new,Coolpad 5108,0,-20,1
coolpad,Coolpad5109,Coolpad 5109,0,-20,1
coolpad,Coolpad5200,Coolpad 5200,0,-20,1
coolpad,msm7627a_ea92,Coolpad 5210,0,-20,1
coolpad,msm7627a_d7_5210a,Coolpad 5210A,0,-20,1
coolpad,5216D,Coolpad 5216D,0,-20,1
coolpad,msm8610,Coolpad 5217,0,-20,1
coolpad,msm8x25q_a5y_5218s,Coolpad 5218S,0,-20,1
coolpad,5219,Coolpad 5219,0,-20,1
coolpad,5219_C00,Coolpad 5219_C00,0,-20,1
coolpad,Coolpad5267,Coolpad 5267,0,-20,1
coolpad,Coolpad5270,Coolpad 5270,0,-20,1
coolpad,cp5310,Coolpad 5310,0,-20,1
coolpad,msm8610_s10_cp5315,Coolpad 5315,0,-20,1
coolpad,Coolpad5367,Coolpad 5367,0,-20,1
coolpad,Coolpad5367C,Coolpad 5367C,0,-20,1
coolpad,Coolpad5370,Coolpad 5370,0,-20,1
coolpad,Coolpad5380CA,Coolpad 5380CA,0,-20,1
coolpad,msm7627_5820,Coolpad 5820,0,-20,1
coolpad,Coolpad5872,Coolpad 5872,0,-20,1
coolpad,Coolpad5879T,Coolpad 5879T,0,-20,1
coolpad,Coolpad5891,Coolpad 5891,0,-20,1
coolpad,Coolpad5891Q,Coolpad 5891Q,0,-20,1
coolpad,Coolpad5891S,Coolpad 5891S,0,-20,1
coolpad,Coolpad5892,Coolpad 5892,0,-20,1
coolpad,Coolpad5950,Coolpad 5950,0,-20,1
coolpad,Coolpad5950T,Coolpad 5950T,0,-20,1
coolpad,Coolpad5951,Coolpad 5951,0,-20,1
coolpad,Coolpad5952,Coolpad 5952,0,-20,1
coolpad,7019_msm7627a,Coolpad 7019,0,-20,1
coolpad,CP7061,Coolpad 7061,0,-20,1
coolpad,Coolpad7230S,Coolpad 7230S,0,-20,1
coolpad,CP7232,Coolpad 7232,0,-20,1
coolpad,msm8610_w7_cp7236,Coolpad 7236,0,-20,1
coolpad,Coolpad7251,Coolpad 7251,0,-20,1
coolpad,Coolpad7270,Coolpad 7270,0,-20,1
coolpad,Coolpad7270_W00,Coolpad 7270_W00,0,-20,1
coolpad,CP7275,Coolpad 7275,0,-20,1
coolpad,Coolpad7290,Coolpad 7290,0,-20,1
coolpad,Coolpad7295A,Coolpad 7295+,0,-20,1
coolpad,Coolpad7295A,Coolpad 7295A,0,-20,1
coolpad,Coolpad7295C,Coolpad 7295C,0,-20,1
coolpad,Coolpad7295C_C00,Coolpad 7295C_C00,0,-20,1
coolpad,Coolpad7295T,Coolpad 7295T,0,-20,1
coolpad,Coolpad7296,Coolpad 7296,0,-20,1
coolpad,Coolpad7296S,Coolpad 7296S,0,-20,1
coolpad,Coolpad7298A,Coolpad 7298A,0,-20,1
coolpad,Coolpad7298D,Coolpad 7298D,0,-20,1
coolpad,Coolpad7320,Coolpad 7320,0,-20,1
coolpad,Coolpad7620L,Coolpad 7620L,0,-20,1
coolpad,Coolpad8021,Coolpad 8021,0,-20,1
coolpad,Coolpad8079,Coolpad 8079,0,-20,1
coolpad,CP8089,Coolpad 8089,0,-20,1
coolpad,CP8089Q,Coolpad 8089Q,0,-20,1
coolpad,Coolpad8122,Coolpad 8122,0,-20,1
coolpad,Coolpad8198W,Coolpad 8198W,0,-20,1
coolpad,Coolpad8297D,Coolpad 8297D,0,-20,1
coolpad,Coolpad8297L-I00,Coolpad 8297L-I00,0,-20,1
coolpad,Coolpad8297W,Coolpad 8297W,0,-20,1
coolpad,Coolpad8705,Coolpad 8705,0,-20,1
coolpad,Coolpad8712,Coolpad 8712,0,-20,1
coolpad,CP8712,Coolpad 8712,0,-20,1
coolpad,Coolpad8718,Coolpad 8718,0,-20,1
coolpad,Coolpad8720L,Coolpad 8720L,0,-20,1
coolpad,CP8722,Coolpad 8722,0,-20,1
coolpad,CP8722,Coolpad 8722V,0,-20,3
coolpad,Coolpad8729,Coolpad 8729,0,-20,1
coolpad,Coolpad8730L,Coolpad 8730L,0,-20,1
coolpad,8735,Coolpad 8735,0,-20,1
coolpad,8736,Coolpad 8736,0,-20,1
coolpad,Coolpad8737A,Coolpad 8737A,0,-20,1
coolpad,8970L,Coolpad 8970L,0,-20,1
coolpad,8971,Coolpad 8971,0,-20,1
coolpad,Coolpad9080W,Coolpad 9080W,0,-20,1
coolpad,Coolpad9150W,Coolpad 9150W,0,-20,1
coolpad,Coolpad9190L,Coolpad 9190L,0,-20,1
coolpad,Coolpad9190_T00,Coolpad 9190_T00,0,-20,1
coolpad,Coolpad9250L,Coolpad 9250L,0,-20,1
coolpad,9970,Coolpad 9970,0,-20,1
coolpad,9970L,Coolpad 9970L,0,-20,1
coolpad,Coolpad9976A,Coolpad 9976A,0,-20,1
coolpad,CoolpadA520,Coolpad A520,0,-20,1
coolpad,A8,Coolpad A8,0,-20,1
coolpad,A8-831,Coolpad A8-831,0,-20,1
coolpad,A8-930,Coolpad A8-930,0,-20,1
coolpad,A8-931,Coolpad A8-931,0,-20,1
coolpad,A8-931,Coolpad A8-931N,0,-20,1
coolpad,A8-932,Coolpad A8-932,0,-20,1
coolpad,B770,Coolpad B770,0,-20,1
coolpad,CoolpadB770S,Coolpad B770S,0,-20,1
coolpad,CoolpadCM001,Coolpad CM001,0,-20,1
coolpad,clover,Coolpad COR-I0,0,-20,1
coolpad,CP3503I,Coolpad CP3503I,0,-20,1
coolpad,CPY83_U00,Coolpad E502,0,-20,1
coolpad,CPY83_S00,Coolpad E502,0,-20,1
coolpad,CP3505I,Coolpad E503,0,-20,1
coolpad,CP3505I_U00,Coolpad E503,0,-20,1
coolpad,E561,Coolpad E561,0,-20,1
coolpad,E561_EU,Coolpad E561_EU,0,-20,1
coolpad,CP8722_U00,Coolpad E570,0,-20,1
coolpad,CP8722_S00,Coolpad E570,0,-20,1
coolpad,Y72_921,Coolpad E571,0,-20,1
coolpad,K2L_S00,Coolpad E580,0,-20,1
coolpad,7560T,Coolpad Flo,0,-20,1
coolpad,cpy90_g00,Coolpad R106,0,-20,1
coolpad,R108,Coolpad R108,0,-20,1
coolpad,C1-S02,Coolpad R116,0,-20,1
coolpad,CoolpadT1,Coolpad T1,0,-20,1
coolpad,msm7627_w706T,Coolpad W706+,0,-20,1
coolpad,msm7627_w706,Coolpad W706+,0,-20,1
coolpad,msm7627_w708,Coolpad W708,0,-20,1
coolpad,Y72-921,Coolpad Y72-921,0,-20,1
coolpad,CPY803_8,Coolpad Y803-8,0,-20,1
coolpad,CPY803_9,Coolpad Y803-9,0,-20,1
coolpad,Y83-900,Coolpad Y83-900,0,-20,1
coolpad,CPY83_I00,Coolpad Y83-I00,0,-20,1
coolpad,Y91,Coolpad Y891,0,-20,1
coolpad,Y90,Coolpad Y90,0,-20,1
coolpad,Y91,Coolpad Y91-921,0,-20,1
coolpad,Y92-9,Coolpad Y92-9,0,-20,1
coolpad,CP7728,Coolpad7728,0,-20,1
coolpad,7920,Coolpad7920,0,-20,1
coolpad,Coolpad8085Q,Coolpad8085Q,0,-20,1
coolpad,8198T,Coolpad8198T,0,-20,1
coolpad,8295M,Coolpad8295M,0,-20,1
coolpad,8750,Coolpad8750,0,-20,1
coolpad,8908,Coolpad8908,0,-20,1
coolpad,msm7627a_a5y_5218d,Coolpad_5218D,0,-20,1
coolpad,Forward_EVOLVE,Forward_EVOLVE,0,-20,1
coolpad,GRA,GRA-M0,0,-20,1
coolpad,Coolpad7295S,Idea ULTRA,0,-20,1
coolpad,7270I,Idea ULTRA Pro,0,-20,1
coolpad,Karbonn,Karbonn Titanium S5 Plus,0,-20,1
coolpad,P5001,MEDION P5001,0,-20,1
coolpad,MEDION,MEDION P5001,0,-20,1
coolpad,msm7627_SP150,MTS-SP150,0,-20,1
coolpad,msm7627a_ea92_mts,Mtag 353,0,-20,1
coolpad,CP9130,N930,0,-20,1
coolpad,7560U,Nivo,0,-20,1
coolpad,msm7627a_PAP4000,PAP4000,0,-20,1
coolpad,pollux,POL-A0,0,-20,1
coolpad,SS2-01,SS2-01,0,-20,1
coolpad,cp8861u,STARADDICT III,0,-20,1
coolpad,Coolpad7268I,Spice Mi-496,0,-20,1
coolpad,Coolpad7295I,Spice Mi-515,0,-20,1
coolpad,victor,VCR-A0,0,-20,1
coolpad,victor,VCR-I0,0,-20,1
coolpad,VodafoneSmart4,Vodafone Smart 4,0,-20,1
coolpad,VodafoneSmart4turbo,Vodafone Smart 4 turbo,0,-20,1
coolpad,cp8860u,Vodafone Smart 4G,0,-20,1
coolpad,9960,YL-Coolpad 9960,0,-20,1
coolpad,CoolpadE2,coolpad E2,0,-20,1
coolpad,cp3636a,cp3636a,0,-20,1
coolpad,cp3648a,cp3648A,0,-20,1
coolpad,cp3648at,cp3648AT,0,-20,1
coolpad,lithium,cp3705A,0,-20,1
coolpad,SK5,ivvi SK5,0,-20,1
coolpad,SK5_S,ivvi SK5_S,0,-20,1
coolpad,SS1-03,ivvi SS1-03,0,-20,1
coolpad,SS2-01,ivvi SS2-01,0,-20,1
coolpad,V1M-S,ivvi V1M-S,0,-20,1
coolpad,i1,ivvi i1,0,-20,1
coolpad,i1-01,ivvi i1-01,0,-20,1
coolpad,V4701_FR1,ivvi i1-S,0,-20,1
coolpad,i3-01,ivvi i3-01,0,-20,1
coolpad,i3-M1,ivvi i3-M1,0,-20,1
coolpad,i3P-02,ivvi i3P-02,0,-20,1
essential products,Essential,Essential,7,-24,1
essential products,mata,PH-1,7,-24,3
google,generic_x86_arm,AOSP on IA Emulator,2,-28,1
google,reef_cheets,ASUS Chromebook C213NA,2,-28,1
google,edgar_cheets,Acer Chromebook 14 (CB3-431),2,-28,1
google,generic_x86,Android SDK built for x86,2,-28,1
google,generic_x86_64,Android SDK built for x86_64,2,-28,1
google,generic_x86,Automotive SDK built for x86,2,-28,1
google,relm_cheets,Braswell Chrome OS Device,2,-28,1
google,edgar_cheets,Chromebook 14 (CB3-431),2,-28,1
google,fizz_cheets,Chromebox Reference,2,-28,1
google,jgedlte,GT-I9505G,2,-28,1
google,samus_cheets,Google Chromebook Pixel (2015),2,-28,1
google,nocturne_cheets,Google Pixel Slate,2,-28,1
google,eve_cheets,Google Pixelbook,2,-28,1
google,reef_cheets,Intel Apollo Lake Chromebook,2,-28,1
google,wizpig_cheets,Intel Braswell Chromebook,2,-28,1
google,relm_cheets,Intel Braswell Chromebook,2,-28,1
google,hana_cheets,Lenovo N23 Yoga/Flex 11 Chromebook,2,-28,1
google,hana_cheets,Mediatek MT8173 Chromebook,2,-28,1
google,hana_cheets,Mediatek MTK8173 Chromebook,2,-28,1
google,sailfish,Pixel,-3,-26,3
google,walleye,Pixel 2,2,-28,1
google,taimen,Pixel 2 XL,2,-28,1
google,blueline,Pixel 3,5,-33,3
google,crosshatch,Pixel 3 XL,2,-28,1
google,sargo,Pixel 3a,2,-29,3
google,bonito,Pixel 3a XL,2,-28,3
google,flame,Pixel 4,8,-30,3
google,coral,Pixel 4 XL,7,-26,3
google,sunfish,Pixel 4a,1,-30,3
google,dragon,Pixel C,2,-28,1
google,nocturne_cheets,Pixel Slate,2,-28,1
google,marlin,Pixel XL,-2,-26,3
google,yellowstone,Project Tango Tablet Development Kit,2,-28,1
google,jerry_cheets,RK3288 Chrome OS Device,2,-28,1
google,mighty_cheets,RK3288 Chrome OS Device,2,-28,1
google,mighty_cheets,Rockchip RK3288 Chromebook,2,-28,1
google,jerry_cheets,Rockchip RK3288 Chromebook,2,-28,1
google,yellowstone,Yellowstone,2,-28,1
google,coral_cheets,coral,2,-28,1
google,fizz_cheets,fizz,2,-28,1
google,gobo,gobo_512,2,-22,3
google,grunt_cheets,grunt,2,-28,1
google,hatch_cheets,hatch,2,-28,1
google,kukui_cheets,kukui,2,-28,1
google,nami_cheets,nami,2,-28,1
google,nocturne_cheets,nocturne,2,-28,1
google,octopus_cheets,octopus,2,-28,1
google,rammus_cheets,rammus,2,-28,1
google,reef_cheets,reef,2,-28,1
htc,ace,001HT,2,-28,1
htc,htc_mecwhl,0PAJ5,2,-28,1
htc,htc_a11chl,0PCV1,2,-28,1
htc,htc_himauhl,0PJA10,2,-28,1
htc,htc_himawhl,0PJA2,2,-28,1
htc,htc_a32ewhl,0PM92,2,-28,1
htc,htc_hiaewhl,2PQ93,2,-28,1
htc,htc_pmewhl,2PS64,-1,-31,3
htc,htc_ocnwhl,2PZC5,2,-21,1
htc,htc_bre2pdugl,2Q74100,2,-28,1
htc,htc_zddugl,2Q8L10000,2,-28,1
htc,htc_ocnuhljapan,601HT,3,-24,1
htc,htc_a5chl,710C,2,-28,1
htc,htc_m8whl,831C,2,-28,1
htc,htc_a37_dugl,A37 DUGL,2,-28,1
htc,inc,ADR6300,2,-28,1
htc,lexikon,ADR6325,2,-28,1
htc,blissc,ADR6330VW,2,-28,1
htc,vivow,ADR6350,2,-28,1
htc,mecha,ADR6400L,2,-28,1
htc,fireball,ADR6410LRA,2,-28,1
htc,fireball,ADR6410LVW,2,-28,1
htc,fireball,ADR6410OM,2,-28,1
htc,vigor,ADR6425LVW,2,-28,1
htc,k2cl,C525c,2,-28,1
htc,ace,Desire HD,2,-28,1
htc,cp2u,Desire L by HTC,2,-28,1
htc,hero,ERA G2 Touch,2,-28,1
htc,jewel,EVO,2,-28,1
htc,htc_exodugl,EXODUS 1,2,-28,1
htc,htc_exouhl,EXODUS 1,2,-28,1
htc,desirec,Eris,2,-28,1
htc,heroc,HERO200,2,-28,1
htc,htc_melsuhl,HTC 0P6B9,2,-28,1
htc,htc_melsuhl,HTC 0P6B900,2,-28,1
htc,htc_a5dwgl,HTC 0P9C8,2,-28,1
htc,htc_a3qhdcl,HTC 0P9O30,2,-28,1
htc,htc_mecdwg,HTC 0PAJ4,2,-28,1
htc,htc_a11ul,HTC 0PCV20,2,-28,1
htc,htc_a31ul,HTC 0PE64,2,-28,1
htc,htc_a31mg_dug,HTC 0PE65,2,-28,1
htc,htc_v01_u,HTC 0PF11,2,-28,1
htc,htc_v01_u,HTC 0PF120,2,-28,1
htc,htc_eyeul,HTC 0PFH11,2,-28,1
htc,htc_eyetuhl,HTC 0PFH2,2,-28,1
htc,htc_a51ul,HTC 0PFJ4,2,-28,1
htc,htc_a12ul,HTC 0PGQ1,2,-28,1
htc,htc_himauhl,HTC 0PJA10,2,-28,1
htc,htc_hiaur2_ml_tuhl,HTC 0PK71,2,-28,1
htc,htc_hiau_ml_tuhl,HTC 0PK71,2,-28,1
htc,htc_hiaur_ml_tuhl,HTC 0PK72,2,-28,1
htc,htc_a32ul_emea,HTC 0PKX2,2,-28,1
htc,htc_a53ml_dtul,HTC 0PL31,2,-28,1
htc,htc_v02_u,HTC 0PL41,2,-28,1
htc,htc_v02_dug,HTC 0PL41,2,-28,1
htc,htc_v02_dug,HTC 0PL4100,2,-28,1
htc,htc_hima_ace_ml_dtul,HTC 0PLA1,2,-28,1
htc,htc_a32mg_dug,HTC 0PM11,2,-28,1
htc,htc_a13wl,HTC 0PM31,2,-28,1
htc,htc_a32eulatt,HTC 0PM912,2,-28,1
htc,htc_a32ewhl,HTC 0PM92,2,-28,1
htc,htc_pmec2tuhl,HTC 10,0,-31,1
htc,htc_pmewl,HTC 10,1,-31,3
htc,htc_pmeuhl,HTC 10,2,-33,3
htc,htc_pmec2tuhl,HTC 10 Lifestyle,0,-31,1
htc,htc_acauhl,HTC 10 evo,2,-28,1
htc,htc_acawhl,HTC 10 evo,2,-28,1
htc,htc_v01a_dug,HTC 2PNT1,2,-28,1
htc,htc_a50cmg_dwg,HTC 2PQ83,2,-28,1
htc,htc_a50cml_tuhl,HTC 2PQ84,2,-28,1
htc,htc_hiaeuhl,HTC 2PQ910,2,-28,1
htc,htc_a51bml_dwgl,HTC 2PRE2,2,-28,1
htc,htc_a51bml_tuhl,HTC 2PRE4,2,-28,1
htc,htc_himar2uhl,HTC 2PRG100,2,-28,1
htc,htc_e56ml_tuhl,HTC 2PS5200,2,-28,1
htc,htc_pmeuhl,HTC 2PS6200,2,-33,1
htc,htc_pmec2tuhl,HTC 2PS63,0,-31,1
htc,htc_a16ul,HTC 2PST1,5,-28,1
htc,htc_a16ul,HTC 2PST2,5,-28,1
htc,htc_a16wl,HTC 2PST3,2,-28,1
htc,htc_a16dwgl,HTC 2PST5,2,-28,1
htc,htc_a56dugl,HTC 2PUK1,2,-28,1
htc,htc_a56uhl,HTC 2PUK2,2,-28,1
htc,htc_a51cml_dtul,HTC 2PVD1,2,-28,1
htc,htc_v36bml_dugl,HTC 2PVG2,2,-28,1
htc,htc_e36_ml_uhl,HTC 2PWD1,2,-28,1
htc,htc_e36_ml_ul,HTC 2PWD2,2,-28,1
htc,htc_e66_dtwl,HTC 2PXH1,2,-28,1
htc,htc_e66_dugl,HTC 2PXH2,2,-28,1
htc,htc_e66_uhl,HTC 2PXH3,2,-28,1
htc,htc_a56dj_pro_uhl,HTC 2PYA3,2,-28,1
htc,htc_a17uhl,HTC 2PYR1,2,-28,1
htc,htc_ocnuhl,HTC 2PZC100,3,-24,1
htc,htc_oceuhl,HTC 2PZF1,-5,-29,1
htc,htc_alpine_uhl,HTC 2PZM3,2,-28,1
htc,htc_a37dj_dugl,HTC 2PZS1,2,-28,1
htc,htc_ocmdtwl,HTC 2Q4D200,3,-28,1
htc,htc_haydugl,HTC 2Q4R1,2,-28,1
htc,htc_haydugl,HTC 2Q4R100,2,-28,1
htc,htc_haydtwl,HTC 2Q4R300,2,-28,1
htc,htc_haydtwl,HTC 2Q4R400,2,-28,1
htc,htc_haydtwla,HTC 2Q4R400,2,-28,1
htc,htc_imedugl,HTC 2Q551,7,-33,1
htc,htc_imedugl,HTC 2Q551+,7,-33,1
htc,htc_imedugl,HTC 2Q55100,7,-33,1
htc,htc_imeuhl,HTC 2Q552,7,-33,1
htc,htc_imedtwl,HTC 2Q55300,2,-28,1
htc,htc_breeze_dugl,HTC 2Q5V1,2,-28,1
htc,htc_breeze_ul,HTC 2Q5V200,2,-28,1
htc,htc_brepdugl,HTC 2Q5W1,2,-28,1
htc,htc_brepdugl,HTC 2Q5W2,2,-28,1
htc,htc_imldugl,HTC 2Q6E1,2,-23,1
htc,htc_bre2dugl,HTC 2Q721,2,-28,1
htc,htc_tetdugl,HTC 2Q7A100,2,-28,1
htc,g3u,HTC 301e,2,-28,1
htc,z4dug,HTC 5060,2,-28,1
htc,z4td,HTC 5088,2,-28,1
htc,htc_rtxspcs,HTC 5G Hub,2,-28,1
htc,htc_rtx,HTC 5G Hub,2,-28,1
htc,m4,HTC 601e,2,-28,1
htc,cp3dug,HTC 606w,2,-28,1
htc,cp3dtg,HTC 608t,2,-28,1
htc,cp3dcg,HTC 609d,2,-28,1
htc,zaradug,HTC 6160,2,-28,1
htc,zarawl,HTC 619d,2,-28,1
htc,cp5dtu,HTC 7088,2,-28,1
htc,cp5dwg,HTC 709d,2,-28,1
htc,m7,HTC 801e,2,-28,1
htc,m7cdwg,HTC 802d,2,-28,1
htc,m7cdtu,HTC 802t,2,-28,1
htc,m7cdtu,HTC 802t 16GB,2,-28,1
htc,m7cdug,HTC 802w,2,-28,1
htc,t6ul,HTC 803e,2,-28,1
htc,t6dug,HTC 8060,2,-28,1
htc,t6tl,HTC 8088,2,-28,1
htc,t6dwg,HTC 809d,2,-28,1
htc,t6uhl,HTC 8160,2,-28,1
htc,dlxpul,HTC 901e,2,-28,1
htc,dlpdug,HTC 9060,2,-28,1
htc,dlpdtu,HTC 9088,2,-28,1
htc,dlpdwg,HTC 919d,2,-28,1
htc,htc_hiaetuhl,HTC A9w,2,-28,1
htc,kingdom,HTC Acquire,2,-28,1
htc,ruby,HTC Amaze 4G,2,-28,1
htc,liberty,HTC Aria,2,-28,1
htc,liberty,HTC Aria A6380,2,-28,1
htc,bee,HTC Bee,2,-28,1
htc,dlxu,HTC Butterfly,2,-28,1
htc,dlxub1,HTC Butterfly,2,-28,1
htc,htc_b2ul,HTC Butterfly 2,2,-28,1
htc,dlxpul,HTC Butterfly s,2,-28,1
htc,htc_v2_dug,HTC C2,2,-28,1
htc,chacha,HTC ChaCha A810b,2,-28,1
htc,chacha,HTC ChaCha A810e,2,-28,1
htc,chacha,HTC ChaChaCha A810e,2,-28,1
htc,htc_a56dj_pro_dtwl,HTC D10w,2,-28,1
htc,htc_v1_dug,HTC D310w,2,-28,1
htc,htc_v2_c,HTC D316d,2,-28,1
htc,htc_v2_dcg,HTC D516d,2,-28,1
htc,htc_v2_dtg,HTC D516t,2,-28,1
htc,htc_v2_dug,HTC D516w,2,-28,1
htc,htc_a3tl,HTC D610t,2,-28,1
htc,htc_v3_dug,HTC D616w,2,-28,1
htc,htc_a32dcgl,HTC D626d,2,-28,1
htc,htc_a32ml_dtul,HTC D626t,2,-28,1
htc,htc_a32ml_dtul,HTC D626w,2,-28,1
htc,htc_a50cml_dtul,HTC D728w,2,-28,1
htc,htc_a5dwg,HTC D816d,2,-28,1
htc,htc_a5dugl,HTC D816e,2,-28,1
htc,htc_a5mgp_dug,HTC D816h,2,-28,1
htc,htc_a5tl,HTC D816t,2,-28,1
htc,htc_a5dwgl,HTC D816v,2,-28,1
htc,htc_a5dug,HTC D816w,2,-28,1
htc,htc_a31dtul,HTC D820mt,2,-28,1
htc,htc_a31dtul,HTC D820mu,2,-28,1
htc,htc_a51dtul,HTC D820t,2,-28,1
htc,htc_a50ml_dtul,HTC D820ts,2,-28,1
htc,htc_a51dtul,HTC D820u,2,-28,1
htc,htc_a50ml_dtul,HTC D820us,2,-28,1
htc,htc_a52dwgl,HTC D826d,2,-28,1
htc,htc_a50aml,HTC D826sw,2,-28,1
htc,htc_a52dtul,HTC D826t,2,-28,1
htc,htc_a52dtul,HTC D826w,2,-28,1
htc,htc_a51bml_dtul,HTC D828w,2,-28,1
htc,htc_a51cml_dtul,HTC D830u,2,-28,1
htc,dlxub1,HTC DLXUB1,2,-28,1
htc,dlxu,HTC DLX_U,2,-28,1
